,questions,answer_texts
3151,"['Which country was the winner of the FIFA World Cup in 2018?', 'When was the final held?', 'At which stadium?', ""And who was the French team's head coach?"", 'What was the score at the end of the final?']","['France national football team', '15 July 2018', 'Luzhniki Stadium', 'Didier Deschamps', '4;2']"
3152,"['What is the official abbreviation of the league name of Major League Soccer?', 'Major League Soccer has teams in what two countries?', 'What year was Major League Soccer created?', ""Who won league's first championship?"", 'The first MLS championship game was at what venue?']","['MLS', 'United States;Canada', '1993', 'D.C. United', 'Foxboro Stadium']"
3153,"['Which of the Star Trek characters did Patrick Steward play?', 'And Pickard worked as whom?', 'Did only Steward act as Pickard?', 'Who then?', 'which episode was it in?']","['Jean-Luc Picard', 'commanding officer', 'Yes', 'David Birkin', 'Rascals']"
3154,"['Who directed the movie Avatar?', 'When was the movie released?', 'Where did the movie take place?', 'Who did the music for the movie?', 'Who were the two main characters of the movie?']","['James Cameron', '2009', 'Pandora', 'James Horner', 'Jake Sully;Neytiri']"
3155,"['Which season out of the first 3 seasons of the tv series The Blacklist has the most episodes?', 'How many episodes is it longer than the second longest season out of the three?', 'Who plays Reddington in Season 1?', 'Who is he dating in 2018?', 'Is she younger than him?']","['The Blacklist, season 3', '1', 'James Spader', 'Leslie Stefanson', 'Yes']"
3156,"['Which movie had the actors Leonardo DiCaprio and Joseph Gordon-Levitt perform in together?', 'Who was the director of the movie?', 'Was the director the same as the screenwriter?', 'How long is the movie?', 'Is it shorter than the movie Snowden?']","['Inception', 'Christopher Nolan', 'Yes', '148 minute', 'No']"
3157,"[""Tell me the name of the album that the Red Hot Chili Pepper's released in 1999."", 'Tell me the name of the first song on the album.', 'What was the name of the person that played the lead guitar on that song?', ""What's the most recent album that he has been on?"", 'Give me the year that album was released.']","['Californication', '""Around the World""', 'John Frusciante', 'Trickfinger II', '2017']"
3158,"['Who is the author of the book To kill a Mockingbird?', 'genre?', 'Pulitzer prize winning year of the book?', 'name of the movie based on this book?', 'who directed the movie?']","['Harper Lee', 'Southern Gothic;Bildungsroman', '1961', 'To Kill a Mockingbird', 'Robert Mulligan']"
3159,"['Who wrote the book Adventures of Huckleberry Finn?', 'Is Tom Sawyer in the book?', 'Where is the book suppose to take place?', 'Who was the publisher?', ""Who's telling the story?""]","['Mark Twain', 'Yes', 'Mississippi River', 'Chatto & Windus', 'Huckleberry Finn']"
3160,"['What kind of player is he?', 'What is his occupation?', 'Where was he born?', 'What team is he playing for now?', 'Who is he married to?']","['winger', 'Association football player', 'Ontario', 'San Diego Sockers', 'Hannah Bartell']"
3161,"['What is the publication date of the first book of the book series The Dwarves ?', 'What is the name of the second book?', 'Who is the author ?', 'In which city was he born ?', 'and when ?']","['2003', 'The War of the Dwarves', 'Markus Heitz', 'Homburg', '10 October 1971']"
3162,"['The television show M*A*S*H was the creation of what person?', 'what network was it on?', ""what's the name of it's director?"", 'it was about which war?', 'who played Hawkeye?']","['Larry Gelbart', 'CBS', 'Robert Altman', 'Korean War', 'Alan Alda']"
3163,"['Who created The X-Files?', 'In what year did the show come out?', 'On what network did it air?', 'Who were the two main characters in the show?', 'What two actors portrayed those characters?']","['Chris Carter', '1993', 'Fox Broadcasting Company', 'Fox Mulder;Dana Scully', 'David Duchovny;Gillian Anderson']"
3164,"['Which group sang the song Love Shack?', 'What year was the song released?', ""What's the name of the album that it was part of?"", 'What record label put out the album?', ""Who's the redhead in the video?""]","[""The B-52's"", '1989', 'Cosmic Thing', 'Reprise Records', 'Kate Pierson']"
3165,"['Tony Stark was played by what actor in The Avengers movie?', 'and who was Hulk?', ""what was the director's name?"", 'did he screenwrite it too?', 'and what company produced it?']","['Robert Downey Jr.', 'Mark Ruffalo', 'Joss Whedon', 'Yes', 'Marvel Studios']"
3166,"['On which date did The Wizard of Oz debut in movie theaters?', 'Which actress played Dorothy Gale in that movie?', 'And who wrote the book it was based on?', ""And what's the name of the song Dorothy sings?"", 'And who wrote the song?']","['25 August 1939', 'Judy Garland', 'L. Frank Baum', 'Over the Rainbow', 'Harold Arlen;Yip Harburg']"
3167,"['Where was Ariana Grande born?', 'Who is she signed with?', 'Can she play piano?', 'What show is she known for?', 'name of her 2018 album?']","['Boca Raton, Florida', 'Republic Records', 'Yes', 'Victorious', 'Sweetener']"
3168,"['Where is the band Nightwish from?', 'Which languages are officially spoken in that country?', 'What language do they use in their songtexts normally?', 'Are there some exceptions for Finnish?', ""What's the native word for Finland?""]","['Finland', 'Finnish;Swedish', 'English', 'Yes', 'Suomi']"
3169,"[""What's the name of the author of the book Twilight?"", 'When was it published?', ""Who's the human girl character in the book?"", 'Who was Bella interested in?', 'What was he?']","['Stephenie Meyer', '05 October 2005', 'Isabella ""Bella"" Swan', 'Edward Cullen', 'vampire']"
3170,"['How many seasons did the TV show Friends air?', 'Who was the producer?', 'Who was the distributor?', 'What was the theme song called?', 'Where did Jennifer Aniston and David Schwimmer both show up?']","['10', 'David Crane;Marta Kauffman', 'Warner Bros. Television Distribution', ""I'll Be There for You"", 'Friends']"
3171,"['When was Eddie Pope born?', 'What was the first team he played for?', 'Type of player?', 'What is his birthplace?', 'Which year did he compete Olympics?']","['24 December 1973', 'Real Salt Lake', 'Fullback', 'Greensboro', '1996']"
3172,"['What movie directed by Steven Spielberg has a great white shark as the primary villain?', 'What lsland is Jaws located in?', 'Which person is attacked by the shark first in Jaws?', 'Who is the chief in Jaws?', 'Who is the fisherman in Jaws?']","['Jaws', 'Amity Island', 'Chrissie Watkins', 'Martin Brody', 'Bartholomew Marion Quint']"
3173,"['Who came up with the idea for the TV show Breaking Bad?', 'Any awards received for that show?', ""Has he worked on any show's since Breaking Bad?"", ""What year did that show's first episode air?"", 'Have there been any awards given out for that show in 2019?']","['Vince Gilligan', 'Yes, the Outstanding Drama Series Award', 'Better Call Saul', '2015', 'Yes, TV Program of the Year']"
3174,"['What is the country of origin of the band Nightwish?', 'What are the official languages there?', 'In what language are the songs typically?', 'Do they also have songs in Finnish?', ""What's the native word for Finland?""]","['Finland', 'Finnish;Swedish', 'English', 'Yes', 'Suomi']"
3175,"['Where is Manuel Neuer born?', 'In what german state is the city located?', ""What's the capital?"", 'Is there an airport?', ""How's its main soccer club called?""]","['Gelsenkirchen', 'North Rhine-Westphalia', 'Düsseldorf', 'Yes', 'Fortuna Düsseldorf']"
3176,"['The television show Psych was the creation of what person?', 'it was on what network?', 'and the lead actor was who?', 'who was the character?', ""where's the set?""]","['Steve Franks', 'USA Network', 'James Roday', 'Shawn Spencer', 'Santa Barbara']"
3177,"['What series Has ""I\'ll be there for you"" as a theme song?', 'And the series is from where?', 'is Doctor Who filmed there too?', 'then which country?', 'so the composer for it must be British?']","['Friends', 'United States of America', 'No', 'United Kingdom', 'Yes']"
3178,"['Where does Cristiano Ronaldo play soccer in 2019?', 'What country does that club represent?', 'In what year was he born?', 'In what position does he play?', 'What number does he wear?']","['Juventus F.C.', 'Italy', '1985', 'Forward', '7']"
3179,"['the city Maroon 5 comes from?', 'their vocalist and bassist also from there?', ""name of those who weren't then?"", 'which city he was born in?', 'anyone else in the band also born there?']","['Los Angeles', 'No', 'Mickey Madden', 'Austin', 'No']"
3180,"['Which music composer created the soundtrack for Roja?', 'and he won the Academy Award in the year?', 'in which category?', 'the movie for which he won?', 'in which year was he awarded Padma Bhushan?']","['A. R. Rahman', '2008', 'Academy Award for Best Original Score;Academy Award for Best Original Song', 'Slumdog Millionaire', '2010']"
3181,"[""What is Major League Soccer's abbreviation?"", 'What countries participate in MLS?', 'Year MLS was founded?', ""Who won league's first championship?"", 'The first MLS championship game was at what venue?']","['MLS', 'United States;Canada', '1993', 'D.C. United', 'Foxboro Stadium']"
3182,"['In which country is Antoine Griezmann born?', 'What team did he play for in 2010?', 'Did he change the team afterwards?', 'Which team did he move to?', 'And who was the head coach of the team when he moved there?']","['France', 'Real Sociedad', 'Yes', 'Atlético Madrid', 'Diego Pablo Simeone']"
3183,"['Which people did the screenplay of the movie The Shawshank Redemption?', 'actor playing the role of Andy Dufresne?', 'actor who was also his partner?', 'her birthday?', ""the movie's music was done by?""]","['Stephen King; Frank Darabont', 'Tim Robbins', 'Susan Sarandon', '4 October 1946', 'Thomas Newman']"
3184,"['What is the home venue for Houston Dynamo?', ""And it's grand opening day?"", 'What league do they play for?', 'Who is the coach in 2018?', ""And the coach's country?""]","['BBVA Compass Stadium', '12 May 2012', 'Major League Soccer', 'Wilmer Cabrera', 'Colombia']"
3185,"['In which series can I hear ""I\'ll be there for you"" as a theme?', 'Where was it filmed then?', 'and Dr Who also comes from there?', 'then which country?', 'so the composer for it must be British?']","['Friends', 'United States of America', 'No', 'United Kingdom', 'Yes']"
3186,"['Who did the screenplay for The Shawshank Redemption?', 'who played Andy Dufresne?', 'actor who was also his partner?', 'her birthday?', ""the film's score was composed by?""]","['Stephen King; Frank Darabont', 'Tim Robbins', 'Susan Sarandon', '4 October 1946', 'Thomas Newman']"
3187,"['How many characters did Nina Dobrev play in The Vampire Diaries?', 'And which ones?', 'Did Katerina Graham also play multiple characters?', 'And Candice King?', 'Is Candice or Katerina younger?']","['3', 'Elena Gilbert;Katherine Pierce;Amara', 'No', 'No', 'Katerina Graham']"
3188,"['When did Manchester United F.C. begin?', 'What’s the name of their manager in 2017?', 'In what year were they last the Premier League winners?', 'During what time did David Beckham play for them?', 'What is the number of games he played on the team?']","['1875', 'José Mourinho', '2016', '1992;2003', '265']"
3189,"['Lethal Weapon is on what network?', 'When did it first air?', 'Where is it set?', 'Who are the two detectives in the show?', 'What actors played those roles?']","['Fox Broadcasting Company', '21 September 2016', 'Los Angeles', 'Martin Riggs; Roger Murtaugh', 'Clayne Crawford; Damon Wayans']"
3190,"['Who does the voice over for Buzz Lightyear in the first Toy Story movie?', 'what about Sheriff Woody?', ""the inspiration for Buzz's name was?"", 'the TV series following the adventures of the space ranger?', 'which company produced it?']","['Tim Allen', 'Tom Hanks', 'Edwin Aldrin', 'Buzz Lightyear of Star Command', 'Disney Television Animation;Pixar Animation Studios']"
3191,"['In what movie did the actors Leonardo DiCaprio and Joseph Gordon-Levitt starr in?', 'Who was the director of the movie?', 'Was he also the screenwriter?', 'And what is the duration of the movie?', 'Is it shorter than the movie Snowden?']","['Inception', 'Christopher Nolan', 'Yes', '148 minute', 'No']"
